100,0.0,1000.0,1000.0,-90.0
157,0.0,875.0,875.0,-67.5
249,0.0,765.625,765.625,-59.0625
393,0.0,669.921875,669.921875,-51.6796875
621,0.0,586.181640625,586.181640625,-45.2197265625
982,0.0,512.908935546875,512.908935546875,-62.0672607421875
1551,0.0,448.7953186035156,448.7953186035156,-54.30885314941406
2449,0.0,392.6959037780762,392.6959037780762,-47.520246505737305
3868,0.0,343.60891580581665,343.60891580581665,-41.58021569252014
6108,0.0,300.65780133008957,300.65780133008957,-36.382688730955124
9647,0.0,263.0755761638284,263.0755761638284,-31.834852639585733
15234,0.0,230.19112914334983,230.19112914334983,-27.855496059637517
24058,0.0,201.4172380004311,201.4172380004311,-24.373559052182827
37993,0.0,176.2400832503772,176.2400832503772,-21.326864170659974
60000,0.0,154.21007284408006,154.21007284408006,-18.661006149327477
